EntityName,CIK,Metric,end,val,start,year,quarter
BOEING CO,12927,AssetsCurrent,2014-03-31,64777000000,,2014,Q1
BOEING CO,12927,LiabilitiesCurrent,2014-03-31,52502000000,,2014,Q1
BOEING CO,12927,StockholdersEquity,2014-03-31,14520000000,,2014,Q1
BOEING CO,12927,AssetsCurrent,2014-06-30,65527000000,,2014,Q2
BOEING CO,12927,LiabilitiesCurrent,2014-06-30,53339000000,,2014,Q2
BOEING CO,12927,StockholdersEquity,2014-06-30,14061000000,,2014,Q2
BOEING CO,12927,AssetsCurrent,2014-09-30,65218000000,,2014,Q3
BOEING CO,12927,LiabilitiesCurrent,2014-09-30,53204000000,,2014,Q3
BOEING CO,12927,StockholdersEquity,2014-09-30,14511000000,,2014,Q3
BOEING CO,12927,AssetsCurrent,2014-12-31,67767000000,,2014,Q4
BOEING CO,12927,LiabilitiesCurrent,2014-12-31,48233000000,,2014,Q4
BOEING CO,12927,StockholdersEquity,2014-12-31,8665000000,,2014,Q4
BOEING CO,12927,AssetsCurrent,2015-03-31,66421000000,,2015,Q1
BOEING CO,12927,LiabilitiesCurrent,2015-03-31,55256000000,,2015,Q1
BOEING CO,12927,StockholdersEquity,2015-03-31,7906000000,,2015,Q1
BOEING CO,12927,AssetsCurrent,2015-06-30,66806000000,,2015,Q2
BOEING CO,12927,LiabilitiesCurrent,2015-06-30,57136000000,,2015,Q2
BOEING CO,12927,StockholdersEquity,2015-06-30,6264000000,,2015,Q2
BOEING CO,12927,AssetsCurrent,2015-09-30,67576000000,,2015,Q3
BOEING CO,12927,LiabilitiesCurrent,2015-09-30,57808000000,,2015,Q3
BOEING CO,12927,StockholdersEquity,2015-09-30,6740000000,,2015,Q3
BOEING CO,12927,AssetsCurrent,2015-12-31,68234000000,,2015,Q4
BOEING CO,12927,LiabilitiesCurrent,2015-12-31,50412000000,,2015,Q4
BOEING CO,12927,StockholdersEquity,2015-12-31,6335000000,,2015,Q4
BOEING CO,12927,AssetsCurrent,2016-03-31,65587000000,,2016,Q1
BOEING CO,12927,LiabilitiesCurrent,2016-03-31,49517000000,,2016,Q1
BOEING CO,12927,StockholdersEquity,2016-03-31,4043000000,,2016,Q1
BOEING CO,12927,AssetsCurrent,2016-06-30,63507000000,,2016,Q2
BOEING CO,12927,LiabilitiesCurrent,2016-06-30,49859000000,,2016,Q2
BOEING CO,12927,StockholdersEquity,2016-06-30,585000000,,2016,Q2
BOEING CO,12927,AssetsCurrent,2016-09-30,62237000000,,2016,Q3
BOEING CO,12927,LiabilitiesCurrent,2016-09-30,48489000000,,2016,Q3
BOEING CO,12927,StockholdersEquity,2016-09-30,2089000000,,2016,Q3
BOEING CO,12927,AssetsCurrent,2016-12-31,62488000000,,2016,Q4
BOEING CO,12927,LiabilitiesCurrent,2016-12-31,50134000000,,2016,Q4
BOEING CO,12927,StockholdersEquity,2016-12-31,817000000,,2016,Q4
BOEING CO,12927,AssetsCurrent,2017-03-31,62367000000,,2017,Q1
BOEING CO,12927,LiabilitiesCurrent,2017-03-31,49781000000,,2017,Q1
BOEING CO,12927,StockholdersEquity,2017-03-31,95000000,,2017,Q1
BOEING CO,12927,AssetsCurrent,2017-06-30,62831000000,,2017,Q2
BOEING CO,12927,LiabilitiesCurrent,2017-06-30,52909000000,,2017,Q2
BOEING CO,12927,StockholdersEquity,2017-06-30,-2037000000,,2017,Q2
BOEING CO,12927,AssetsCurrent,2017-09-30,64142000000,,2017,Q3
BOEING CO,12927,LiabilitiesCurrent,2017-09-30,54409000000,,2017,Q3
BOEING CO,12927,StockholdersEquity,2017-09-30,1086000000,,2017,Q3
BOEING CO,12927,AssetsCurrent,2017-12-31,85194000000,,2017,Q4
BOEING CO,12927,LiabilitiesCurrent,2017-12-31,74648000000,,2017,Q4
BOEING CO,12927,StockholdersEquity,2017-12-31,1656000000,,2017,Q4
BOEING CO,12927,AssetsCurrent,2018-03-31,86543000000,,2018,Q1
BOEING CO,12927,LiabilitiesCurrent,2018-03-31,75532000000,,2018,Q1
BOEING CO,12927,StockholdersEquity,2018-03-31,1222000000,,2018,Q1
BOEING CO,12927,AssetsCurrent,2018-06-30,86401000000,,2018,Q2
BOEING CO,12927,LiabilitiesCurrent,2018-06-30,77725000000,,2018,Q2
BOEING CO,12927,StockholdersEquity,2018-06-30,-1441000000,,2018,Q2
BOEING CO,12927,AssetsCurrent,2018-09-30,87686000000,,2018,Q3
BOEING CO,12927,LiabilitiesCurrent,2018-09-30,79417000000,,2018,Q3
BOEING CO,12927,StockholdersEquity,2018-09-30,-1289000000,,2018,Q3
BOEING CO,12927,AssetsCurrent,2018-12-31,87830000000,,2018,Q4
BOEING CO,12927,LiabilitiesCurrent,2018-12-31,81590000000,,2018,Q4
BOEING CO,12927,StockholdersEquity,2018-12-31,339000000,,2018,Q4
BOEING CO,12927,AssetsCurrent,2019-03-31,89509000000,,2019,Q1
BOEING CO,12927,LiabilitiesCurrent,2019-03-31,83615000000,,2019,Q1
BOEING CO,12927,StockholdersEquity,2019-03-31,125000000,,2019,Q1
BOEING CO,12927,AssetsCurrent,2019-06-30,95111000000,,2019,Q2
BOEING CO,12927,LiabilitiesCurrent,2019-06-30,92189000000,,2019,Q2
BOEING CO,12927,StockholdersEquity,2019-06-30,-5322000000,,2019,Q2
BOEING CO,12927,AssetsCurrent,2019-09-30,101656000000,,2019,Q3
BOEING CO,12927,LiabilitiesCurrent,2019-09-30,91846000000,,2019,Q3
BOEING CO,12927,StockholdersEquity,2019-09-30,-4116000000,,2019,Q3
BOEING CO,12927,AssetsCurrent,2019-12-31,102229000000,,2019,Q4
BOEING CO,12927,LiabilitiesCurrent,2019-12-31,97312000000,,2019,Q4
BOEING CO,12927,StockholdersEquity,2019-12-31,-8617000000,,2019,Q4
BOEING CO,12927,AssetsCurrent,2020-03-31,111011000000,,2020,Q1
BOEING CO,12927,LiabilitiesCurrent,2020-03-31,94502000000,,2020,Q1
BOEING CO,12927,StockholdersEquity,2020-03-31,-9665000000,,2020,Q1
BOEING CO,12927,AssetsCurrent,2020-06-30,130277000000,,2020,Q2
BOEING CO,12927,LiabilitiesCurrent,2020-06-30,92482000000,,2020,Q2
BOEING CO,12927,StockholdersEquity,2020-06-30,-11667000000,,2020,Q2
BOEING CO,12927,AssetsCurrent,2020-09-30,131012000000,,2020,Q3
BOEING CO,12927,LiabilitiesCurrent,2020-09-30,92307000000,,2020,Q3
BOEING CO,12927,StockholdersEquity,2020-09-30,-11821000000,,2020,Q3
BOEING CO,12927,AssetsCurrent,2020-12-31,121642000000,,2020,Q4
BOEING CO,12927,LiabilitiesCurrent,2020-12-31,87280000000,,2020,Q4
BOEING CO,12927,StockholdersEquity,2020-12-31,-18316000000,,2020,Q4
BOEING CO,12927,AssetsCurrent,2021-03-31,119945000000,,2021,Q1
BOEING CO,12927,LiabilitiesCurrent,2021-03-31,89892000000,,2021,Q1
BOEING CO,12927,StockholdersEquity,2021-03-31,-18058000000,,2021,Q1
BOEING CO,12927,AssetsCurrent,2021-06-30,119095000000,,2021,Q2
BOEING CO,12927,LiabilitiesCurrent,2021-06-30,88224000000,,2021,Q2
BOEING CO,12927,StockholdersEquity,2021-06-30,-16682000000,,2021,Q2
BOEING CO,12927,AssetsCurrent,2021-09-30,116888000000,,2021,Q3
BOEING CO,12927,LiabilitiesCurrent,2021-09-30,85771000000,,2021,Q3
BOEING CO,12927,StockholdersEquity,2021-09-30,-14440000000,,2021,Q3
BOEING CO,12927,AssetsCurrent,2021-12-31,108666000000,,2021,Q4
BOEING CO,12927,LiabilitiesCurrent,2021-12-31,81992000000,,2021,Q4
BOEING CO,12927,StockholdersEquity,2021-12-31,-14999000000,,2021,Q4
BOEING CO,12927,AssetsCurrent,2022-03-31,106012000000,,2022,Q1
BOEING CO,12927,LiabilitiesCurrent,2022-03-31,81692000000,,2022,Q1
BOEING CO,12927,StockholdersEquity,2022-03-31,-15398000000,,2022,Q1
BOEING CO,12927,AssetsCurrent,2022-06-30,106000000000,,2022,Q2
BOEING CO,12927,LiabilitiesCurrent,2022-06-30,84799000000,,2022,Q2
BOEING CO,12927,StockholdersEquity,2022-06-30,-14888000000,,2022,Q2
BOEING CO,12927,AssetsCurrent,2022-09-30,109251000000,,2022,Q3
BOEING CO,12927,LiabilitiesCurrent,2022-09-30,89618000000,,2022,Q3
BOEING CO,12927,StockholdersEquity,2022-09-30,-17699000000,,2022,Q3
BOEING CO,12927,AssetsCurrent,2022-12-31,109523000000,,2022,Q4
BOEING CO,12927,LiabilitiesCurrent,2022-12-31,90052000000,,2022,Q4
BOEING CO,12927,StockholdersEquity,2022-12-31,-15883000000,,2022,Q4
BOEING CO,12927,AssetsCurrent,2023-03-31,108811000000,,2023,Q1
BOEING CO,12927,LiabilitiesCurrent,2023-03-31,93510000000,,2023,Q1
BOEING CO,12927,StockholdersEquity,2023-03-31,-15508000000,,2023,Q1
BOEING CO,12927,AssetsCurrent,2023-06-30,107412000000,,2023,Q2
BOEING CO,12927,LiabilitiesCurrent,2023-06-30,92076000000,,2023,Q2
BOEING CO,12927,StockholdersEquity,2023-06-30,-15517000000,,2023,Q2
BOEING CO,12927,AssetsCurrent,2023-09-30,106935000000,,2023,Q3
BOEING CO,12927,LiabilitiesCurrent,2023-09-30,93062000000,,2023,Q3
BOEING CO,12927,StockholdersEquity,2023-09-30,-16729000000,,2023,Q3
BOEING CO,12927,AssetsCurrent,2023-12-31,109275000000,,2023,Q4
BOEING CO,12927,LiabilitiesCurrent,2023-12-31,95827000000,,2023,Q4
BOEING CO,12927,StockholdersEquity,2023-12-31,-17233000000,,2023,Q4
