ENTITY,CIK,DATE,Year,Quarter,CASH_FLOW_FINANCING,CASH_FLOW_INVESTING,CASH_FLOW_OPERATING
MICROSOFT CORPORATION,789019,2016-06-30,2016,5,-8393.0,-23950.0,33325.0
MICROSOFT CORPORATION,789019,2017-06-30,2017,5,8408.0,-46781.0,39507.0
MICROSOFT CORPORATION,789019,2018-06-30,2018,5,-33590.0,-6061.0,43884.0
MICROSOFT CORPORATION,789019,2019-06-30,2019,5,-36887.0,-15773.0,52185.0
MICROSOFT CORPORATION,789019,2020-06-30,2020,5,-46031.0,-12223.0,60675.0
MICROSOFT CORPORATION,789019,2021-06-30,2021,5,-48486.0,-27577.0,76740.0
MICROSOFT CORPORATION,789019,2022-06-30,2022,5,-58876.0,-30311.0,89035.0
MICROSOFT CORPORATION,789019,2023-06-30,2023,5,-43935.0,-22680.0,87582.0
