ENTITY,CIK,DATE,Year,Quarter,NET_INCOME_LOSS,OPS_INCOME_LOSS,REVENUES,PROFIT_MARGIN
BOEING CO,12927,2014-03-31,2014,Q1,965.0,1542.0,20465.0,4.72
BOEING CO,12927,2014-06-30,2014,Q2,1653.0,1787.0,22045.0,7.5
BOEING CO,12927,2014-09-30,2014,Q3,1362.0,2119.0,23784.0,5.73
BOEING CO,12927,2014-12-31,2014,Q4,1466.0,2025.0,24468.0,5.99
BOEING CO,12927,2015-03-31,2015,Q1,1336.0,2019.0,22149.0,6.03
BOEING CO,12927,2015-06-30,2015,Q2,1110.0,1683.0,24543.0,4.52
BOEING CO,12927,2015-09-30,2015,Q3,1704.0,2580.0,25849.0,6.59
BOEING CO,12927,2015-12-31,2015,Q4,1026.0,1161.0,23573.0,4.35
BOEING CO,12927,2016-03-31,2016,Q1,1219.0,1788.0,22632.0,5.39
BOEING CO,12927,2016-06-30,2016,Q2,-234.0,-419.0,24755.0,-0.95
BOEING CO,12927,2016-09-30,2016,Q3,2279.0,2282.0,23898.0,9.54
BOEING CO,12927,2016-12-31,2016,Q4,1631.0,2183.0,23286.0,7.0
BOEING CO,12927,2017-03-31,2017,Q1,1579.0,2206.0,21961.0,7.19
BOEING CO,12927,2017-06-30,2017,Q2,1749.0,2530.0,23051.0,7.59
BOEING CO,12927,2017-09-30,2017,Q3,1810.0,2630.0,24223.0,7.47
BOEING CO,12927,2017-12-31,2017,Q4,3320.0,2978.0,24770.0,13.4
BOEING CO,12927,2018-03-31,2018,Q1,2477.0,2875.0,23382.0,10.59
BOEING CO,12927,2018-06-30,2018,Q2,2196.0,2710.0,24258.0,9.05
BOEING CO,12927,2018-09-30,2018,Q3,2363.0,2227.0,25146.0,9.4
BOEING CO,12927,2018-12-31,2018,Q4,3424.0,4175.0,28341.0,12.08
BOEING CO,12927,2019-03-31,2019,Q1,2149.0,2350.0,22917.0,9.38
BOEING CO,12927,2019-06-30,2019,Q2,-2942.0,-3380.0,15751.0,-18.68
BOEING CO,12927,2019-09-30,2019,Q3,1167.0,1259.0,19980.0,5.84
BOEING CO,12927,2019-12-31,2019,Q4,-1010.0,-2204.0,17911.0,-5.64
BOEING CO,12927,2020-03-31,2020,Q1,-628.0,-1353.0,16908.0,-3.71
BOEING CO,12927,2020-06-30,2020,Q2,-2376.0,-2964.0,11807.0,-20.12
BOEING CO,12927,2020-09-30,2020,Q3,-449.0,-401.0,14139.0,-3.18
BOEING CO,12927,2020-12-31,2020,Q4,-8420.0,-8049.0,15304.0,-55.02
BOEING CO,12927,2021-03-31,2021,Q1,-537.0,-83.0,15217.0,-3.53
BOEING CO,12927,2021-06-30,2021,Q2,587.0,1023.0,16998.0,3.45
BOEING CO,12927,2021-09-30,2021,Q3,-109.0,329.0,15278.0,-0.71
BOEING CO,12927,2022-03-31,2022,Q1,-1219.0,-1162.0,13991.0,-8.71
BOEING CO,12927,2022-06-30,2022,Q2,193.0,780.0,16681.0,1.16
BOEING CO,12927,2022-09-30,2022,Q3,-3275.0,-2792.0,15956.0,-20.53
BOEING CO,12927,2023-03-31,2023,Q1,-414.0,-149.0,17921.0,-2.31
BOEING CO,12927,2023-06-30,2023,Q2,-149.0,-99.0,19751.0,-0.75
BOEING CO,12927,2023-09-30,2023,Q3,-1636.0,-808.0,18104.0,-9.04
