ENTITY,CIK,DATE,Year,Quarter,CASH_FLOW_FINANCING,CASH_FLOW_INVESTING,CASH_FLOW_OPERATING
SNOWFLAKE INC.,1640147,2019-01-31,2018,5,413.601,-362.642,-143.982
SNOWFLAKE INC.,1640147,2020-01-31,2019,5,57.469,138.495,-176.558
SNOWFLAKE INC.,1640147,2021-01-31,2020,5,4775.29,-4036.645,-45.417
SNOWFLAKE INC.,1640147,2022-01-31,2021,5,178.198,-20.8,110.179
SNOWFLAKE INC.,1640147,2023-01-31,2022,5,-92.624,-597.885,545.639
