EntityName,CIK,Metric,end,val,start,year,quarter
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInFinancingActivities,2015-01-31,-318211000,2014-02-01,2014,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInInvestingActivities,2015-01-31,-698360000,2014-02-01,2014,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInOperatingActivities,2015-01-31,1181444000,2014-02-01,2014,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInFinancingActivities,2016-01-31,73152000,2015-02-01,2015,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInInvestingActivities,2016-01-31,-1487878000,2015-02-01,2015,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInOperatingActivities,2016-01-31,1672081000,2015-02-01,2015,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInFinancingActivities,2017-01-31,998000000,2016-02-01,2016,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInInvestingActivities,2017-01-31,-2684000000,2016-02-01,2016,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInOperatingActivities,2017-01-31,2162000000,2016-02-01,2016,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInFinancingActivities,2018-01-31,221000000,2017-02-01,2017,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInInvestingActivities,2018-01-31,-2011000000,2017-02-01,2017,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInOperatingActivities,2018-01-31,2738000000,2017-02-01,2017,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInFinancingActivities,2019-01-31,2010000000,2018-02-01,2018,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInInvestingActivities,2019-01-31,-5308000000,2018-02-01,2018,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInOperatingActivities,2019-01-31,3398000000,2018-02-01,2018,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInFinancingActivities,2020-01-31,164000000,2019-02-01,2019,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInInvestingActivities,2020-01-31,-2980000000,2019-02-01,2019,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInOperatingActivities,2020-01-31,4331000000,2019-02-01,2019,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInFinancingActivities,2021-01-31,1194000000,2020-02-01,2020,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInInvestingActivities,2021-01-31,-3971000000,2020-02-01,2020,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInOperatingActivities,2021-01-31,4801000000,2020-02-01,2020,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInFinancingActivities,2022-01-31,7838000000,2021-02-01,2021,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInInvestingActivities,2022-01-31,-14536000000,2021-02-01,2021,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInOperatingActivities,2022-01-31,6000000000,2021-02-01,2021,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInFinancingActivities,2023-01-31,-3562000000,2022-02-01,2022,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInInvestingActivities,2023-01-31,-1989000000,2022-02-01,2022,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInOperatingActivities,2023-01-31,7111000000,2022-02-01,2022,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInFinancingActivities,2024-01-31,-7477000000,2023-02-01,2023,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInInvestingActivities,2024-01-31,-1327000000,2023-02-01,2023,5
"Salesforce, Inc.",1108524,NetCashProvidedByUsedInOperatingActivities,2024-01-31,10234000000,2023-02-01,2023,5
