ENTITY,CIK,DATE,Year,Quarter,NET_INCOME_LOSS,OPS_INCOME_LOSS,REVENUES,PROFIT_MARGIN
SNOWFLAKE INC.,1640147,2019-10-31,2019,Q3,-88.057,-90.132,73.012,-120.61
SNOWFLAKE INC.,1640147,2020-04-30,2020,Q1,-93.644,-96.403,108.815,-86.06
SNOWFLAKE INC.,1640147,2020-07-31,2020,Q2,-77.634,-77.683,133.145,-58.31
SNOWFLAKE INC.,1640147,2020-10-31,2020,Q3,-168.889,-169.454,159.624,-105.8
SNOWFLAKE INC.,1640147,2021-04-30,2021,Q1,-203.22,-205.595,228.914,-88.78
SNOWFLAKE INC.,1640147,2021-07-31,2021,Q2,-189.719,-200.141,272.198,-69.7
SNOWFLAKE INC.,1640147,2021-10-31,2021,Q3,-154.856,-157.271,334.441,-46.3
SNOWFLAKE INC.,1640147,2022-04-30,2022,Q1,-165.794,-188.766,422.371,-39.25
SNOWFLAKE INC.,1640147,2022-07-31,2022,Q2,-222.806,-207.732,497.248,-44.81
SNOWFLAKE INC.,1640147,2022-10-31,2022,Q3,-200.936,-206.019,557.028,-36.07
SNOWFLAKE INC.,1640147,2023-04-30,2023,Q1,-225.627,-273.238,623.599,-36.18
SNOWFLAKE INC.,1640147,2023-07-31,2023,Q2,-226.867,-285.407,674.018,-33.66
SNOWFLAKE INC.,1640147,2023-10-31,2023,Q3,-214.251,-260.623,734.173,-29.18
