ENTITY,CIK,DATE,Year,Quarter,CASH_FLOW_FINANCING,CASH_FLOW_INVESTING,CASH_FLOW_OPERATING
"Tesla, Inc.",1318605,2016-12-31,2016,5,3743.976,-1081.085,-123.829
"Tesla, Inc.",1318605,2017-12-31,2017,5,4415.0,-4196.0,-61.0
"Tesla, Inc.",1318605,2018-12-31,2018,5,574.0,-2337.0,2098.0
"Tesla, Inc.",1318605,2019-12-31,2019,5,1529.0,-1436.0,2405.0
"Tesla, Inc.",1318605,2020-12-31,2020,5,9973.0,-3132.0,5943.0
"Tesla, Inc.",1318605,2021-12-31,2021,5,-5203.0,-7868.0,11497.0
"Tesla, Inc.",1318605,2022-12-31,2022,5,-3527.0,-11973.0,14724.0
"Tesla, Inc.",1318605,2023-12-31,2023,5,2589.0,-15584.0,13256.0
