EntityName,CIK,Metric,end,val,start,year,quarter
VISA INC.,1403161,AssetsCurrent,2014-03-31,8507000000,,2014,Q1
VISA INC.,1403161,LiabilitiesCurrent,2014-03-31,4961000000,,2014,Q1
VISA INC.,1403161,AssetsCurrent,2014-06-30,9025000000,,2014,Q2
VISA INC.,1403161,LiabilitiesCurrent,2014-06-30,5314000000,,2014,Q2
VISA INC.,1403161,AssetsCurrent,2014-09-30,9562000000,,2014,Q3
VISA INC.,1403161,LiabilitiesCurrent,2014-09-30,6006000000,,2014,Q3
VISA INC.,1403161,AssetsCurrent,2014-12-31,9864000000,,2014,Q4
VISA INC.,1403161,LiabilitiesCurrent,2014-12-31,5798000000,,2014,Q4
VISA INC.,1403161,AssetsCurrent,2015-03-31,10105000000,,2015,Q1
VISA INC.,1403161,LiabilitiesCurrent,2015-03-31,5443000000,,2015,Q1
VISA INC.,1403161,AssetsCurrent,2015-06-30,10068000000,,2015,Q2
VISA INC.,1403161,LiabilitiesCurrent,2015-06-30,5789000000,,2015,Q2
VISA INC.,1403161,AssetsCurrent,2015-09-30,10021000000,,2015,Q3
VISA INC.,1403161,LiabilitiesCurrent,2015-09-30,5355000000,,2015,Q3
VISA INC.,1403161,AssetsCurrent,2015-12-31,25473000000,,2015,Q4
VISA INC.,1403161,LiabilitiesCurrent,2015-12-31,5357000000,,2015,Q4
VISA INC.,1403161,AssetsCurrent,2016-03-31,24303000000,,2016,Q1
VISA INC.,1403161,LiabilitiesCurrent,2016-03-31,5125000000,,2016,Q1
VISA INC.,1403161,AssetsCurrent,2016-06-30,14374000000,,2016,Q2
VISA INC.,1403161,LiabilitiesCurrent,2016-06-30,7783000000,,2016,Q2
VISA INC.,1403161,AssetsCurrent,2016-09-30,14313000000,,2016,Q3
VISA INC.,1403161,LiabilitiesCurrent,2016-09-30,8046000000,,2016,Q3
VISA INC.,1403161,AssetsCurrent,2016-12-31,14689000000,,2016,Q4
VISA INC.,1403161,LiabilitiesCurrent,2016-12-31,10341000000,,2016,Q4
VISA INC.,1403161,AssetsCurrent,2017-03-31,15505000000,,2017,Q1
VISA INC.,1403161,LiabilitiesCurrent,2017-03-31,10206000000,,2017,Q1
VISA INC.,1403161,AssetsCurrent,2017-06-30,15718000000,,2017,Q2
VISA INC.,1403161,LiabilitiesCurrent,2017-06-30,9511000000,,2017,Q2
VISA INC.,1403161,AssetsCurrent,2017-09-30,19023000000,,2017,Q3
VISA INC.,1403161,LiabilitiesCurrent,2017-09-30,9994000000,,2017,Q3
VISA INC.,1403161,AssetsCurrent,2017-12-31,17287000000,,2017,Q4
VISA INC.,1403161,LiabilitiesCurrent,2017-12-31,8363000000,,2017,Q4
VISA INC.,1403161,AssetsCurrent,2018-03-31,18536000000,,2018,Q1
VISA INC.,1403161,LiabilitiesCurrent,2018-03-31,9551000000,,2018,Q1
VISA INC.,1403161,AssetsCurrent,2018-06-30,18491000000,,2018,Q2
VISA INC.,1403161,LiabilitiesCurrent,2018-06-30,10934000000,,2018,Q2
VISA INC.,1403161,AssetsCurrent,2018-09-30,18216000000,,2018,Q3
VISA INC.,1403161,LiabilitiesCurrent,2018-09-30,11305000000,,2018,Q3
VISA INC.,1403161,AssetsCurrent,2018-12-31,20107000000,,2018,Q4
VISA INC.,1403161,LiabilitiesCurrent,2018-12-31,13389000000,,2018,Q4
VISA INC.,1403161,AssetsCurrent,2019-03-31,18490000000,,2019,Q1
VISA INC.,1403161,LiabilitiesCurrent,2019-03-31,11380000000,,2019,Q1
VISA INC.,1403161,AssetsCurrent,2019-06-30,18305000000,,2019,Q2
VISA INC.,1403161,LiabilitiesCurrent,2019-06-30,10829000000,,2019,Q2
VISA INC.,1403161,AssetsCurrent,2019-09-30,20970000000,,2019,Q3
VISA INC.,1403161,LiabilitiesCurrent,2019-09-30,13415000000,,2019,Q3
VISA INC.,1403161,AssetsCurrent,2019-12-31,22319000000,,2019,Q4
VISA INC.,1403161,LiabilitiesCurrent,2019-12-31,17579000000,,2019,Q4
VISA INC.,1403161,AssetsCurrent,2020-03-31,19907000000,,2020,Q1
VISA INC.,1403161,LiabilitiesCurrent,2020-03-31,15942000000,,2020,Q1
