ENTITY,CIK,DATE,Year,Quarter,NET_INCOME_LOSS,OPS_INCOME_LOSS,REVENUES,PROFIT_MARGIN
"Tesla, Inc.",1318605,2014-03-31,2014,Q1,-49.8,-43.967,620.542,-8.03
"Tesla, Inc.",1318605,2014-06-30,2014,Q2,-61.9,-28.753,769.349,-8.05
"Tesla, Inc.",1318605,2014-09-30,2014,Q3,-74.708,-39.129,851.804,-8.77
"Tesla, Inc.",1318605,2014-12-31,2014,Q4,-107.63,,956.661,-11.25
"Tesla, Inc.",1318605,2015-03-31,2015,Q1,-154.181,-102.446,939.88,-16.4
"Tesla, Inc.",1318605,2015-06-30,2015,Q2,-184.227,-170.188,954.976,-19.29
"Tesla, Inc.",1318605,2015-09-30,2015,Q3,-229.858,-183.662,936.789,-24.54
"Tesla, Inc.",1318605,2015-12-31,2015,Q4,-320.397,,1214.379,-26.38
"Tesla, Inc.",1318605,2016-03-31,2016,Q1,-282.267,-248.224,1147.048,-24.61
"Tesla, Inc.",1318605,2016-06-30,2016,Q2,-293.188,-238.04,1270.017,-23.09
"Tesla, Inc.",1318605,2016-09-30,2016,Q3,21.878,85.622,2298.436,0.95
"Tesla, Inc.",1318605,2016-12-31,2016,Q4,-121.337,,2284.631,-5.31
"Tesla, Inc.",1318605,2017-03-31,2017,Q1,-330.277,-257.549,2696.27,-12.25
"Tesla, Inc.",1318605,2017-06-30,2017,Q2,-336.397,-240.916,2789.557,-12.06
"Tesla, Inc.",1318605,2017-09-30,2017,Q3,-619.376,-535.48,2984.675,-20.75
"Tesla, Inc.",1318605,2017-12-31,2017,Q4,-675.35,,3288.249,-20.54
"Tesla, Inc.",1318605,2018-03-31,2018,Q1,-709.0,-596.974,3409.0,-20.8
"Tesla, Inc.",1318605,2018-06-30,2018,Q2,-718.0,-621.392,4002.0,-17.94
"Tesla, Inc.",1318605,2018-09-30,2018,Q3,311.0,416.0,6824.0,4.56
"Tesla, Inc.",1318605,2018-12-31,2018,Q4,140.0,,7226.0,1.94
"Tesla, Inc.",1318605,2019-03-31,2019,Q1,-702.0,-522.0,4541.0,-15.46
"Tesla, Inc.",1318605,2019-06-30,2019,Q2,-408.0,-167.0,6350.0,-6.43
"Tesla, Inc.",1318605,2019-09-30,2019,Q3,143.0,261.0,6303.0,2.27
"Tesla, Inc.",1318605,2019-12-31,2019,Q4,105.0,,7384.0,1.42
"Tesla, Inc.",1318605,2020-03-31,2020,Q1,16.0,283.0,5985.0,0.27
"Tesla, Inc.",1318605,2020-06-30,2020,Q2,104.0,327.0,6036.0,1.72
"Tesla, Inc.",1318605,2020-09-30,2020,Q3,331.0,809.0,8771.0,3.77
"Tesla, Inc.",1318605,2020-12-31,2020,Q4,270.0,,10744.0,2.51
"Tesla, Inc.",1318605,2021-03-31,2021,Q1,438.0,594.0,10389.0,4.22
"Tesla, Inc.",1318605,2021-06-30,2021,Q2,1142.0,1312.0,11958.0,9.55
"Tesla, Inc.",1318605,2021-09-30,2021,Q3,1618.0,2004.0,13757.0,11.76
"Tesla, Inc.",1318605,2022-03-31,2022,Q1,3318.0,3603.0,18756.0,17.69
"Tesla, Inc.",1318605,2022-06-30,2022,Q2,2259.0,2464.0,16934.0,13.34
"Tesla, Inc.",1318605,2022-09-30,2022,Q3,3292.0,3688.0,21454.0,15.34
"Tesla, Inc.",1318605,2023-03-31,2023,Q1,2513.0,2664.0,23329.0,10.77
"Tesla, Inc.",1318605,2023-06-30,2023,Q2,2703.0,2399.0,24927.0,10.84
"Tesla, Inc.",1318605,2023-09-30,2023,Q3,1853.0,1764.0,23350.0,7.94
