EntityName,CIK,Metric,end,val,start,year,quarter
VISA INC.,1403161,NetCashProvidedByUsedInFinancingActivities,2014-09-30,-6478000000,2013-10-01,2014,5
VISA INC.,1403161,NetCashProvidedByUsedInInvestingActivities,2014-09-30,-941000000,2013-10-01,2014,5
VISA INC.,1403161,NetCashProvidedByUsedInOperatingActivities,2014-09-30,7205000000,2013-10-01,2014,5
VISA INC.,1403161,NetCashProvidedByUsedInFinancingActivities,2015-09-30,-3603000000,2014-10-01,2015,5
VISA INC.,1403161,NetCashProvidedByUsedInInvestingActivities,2015-09-30,-1435000000,2014-10-01,2015,5
VISA INC.,1403161,NetCashProvidedByUsedInOperatingActivities,2015-09-30,6584000000,2014-10-01,2015,5
VISA INC.,1403161,NetCashProvidedByUsedInFinancingActivities,2016-09-30,7477000000,2015-10-01,2016,5
VISA INC.,1403161,NetCashProvidedByUsedInInvestingActivities,2016-09-30,-10916000000,2015-10-01,2016,5
VISA INC.,1403161,NetCashProvidedByUsedInOperatingActivities,2016-09-30,5574000000,2015-10-01,2016,5
VISA INC.,1403161,NetCashProvidedByUsedInFinancingActivities,2017-09-30,-5924000000,2016-10-01,2017,5
VISA INC.,1403161,NetCashProvidedByUsedInInvestingActivities,2017-09-30,735000000,2016-10-01,2017,5
VISA INC.,1403161,NetCashProvidedByUsedInOperatingActivities,2017-09-30,9317000000,2016-10-01,2017,5
VISA INC.,1403161,NetCashProvidedByUsedInFinancingActivities,2018-09-30,-10790000000,2017-10-01,2018,5
VISA INC.,1403161,NetCashProvidedByUsedInInvestingActivities,2018-09-30,-3084000000,2017-10-01,2018,5
VISA INC.,1403161,NetCashProvidedByUsedInOperatingActivities,2018-09-30,12941000000,2017-10-01,2018,5
VISA INC.,1403161,NetCashProvidedByUsedInFinancingActivities,2019-09-30,-12061000000,2018-10-01,2019,5
VISA INC.,1403161,NetCashProvidedByUsedInInvestingActivities,2019-09-30,-591000000,2018-10-01,2019,5
VISA INC.,1403161,NetCashProvidedByUsedInOperatingActivities,2019-09-30,12784000000,2018-10-01,2019,5
VISA INC.,1403161,NetCashProvidedByUsedInFinancingActivities,2020-09-30,-3968000000,2019-10-01,2020,5
VISA INC.,1403161,NetCashProvidedByUsedInInvestingActivities,2020-09-30,1427000000,2019-10-01,2020,5
VISA INC.,1403161,NetCashProvidedByUsedInOperatingActivities,2020-09-30,10440000000,2019-10-01,2020,5
VISA INC.,1403161,NetCashProvidedByUsedInFinancingActivities,2021-09-30,-14410000000,2020-10-01,2021,5
VISA INC.,1403161,NetCashProvidedByUsedInInvestingActivities,2021-09-30,-152000000,2020-10-01,2021,5
VISA INC.,1403161,NetCashProvidedByUsedInOperatingActivities,2021-09-30,15227000000,2020-10-01,2021,5
VISA INC.,1403161,NetCashProvidedByUsedInFinancingActivities,2022-09-30,-12696000000,2021-10-01,2022,5
VISA INC.,1403161,NetCashProvidedByUsedInInvestingActivities,2022-09-30,-4288000000,2021-10-01,2022,5
VISA INC.,1403161,NetCashProvidedByUsedInOperatingActivities,2022-09-30,18849000000,2021-10-01,2022,5
VISA INC.,1403161,NetCashProvidedByUsedInFinancingActivities,2023-09-30,-17772000000,2022-10-01,2023,5
VISA INC.,1403161,NetCashProvidedByUsedInInvestingActivities,2023-09-30,-2006000000,2022-10-01,2023,5
VISA INC.,1403161,NetCashProvidedByUsedInOperatingActivities,2023-09-30,20755000000,2022-10-01,2023,5
