EntityName,CIK,Metric,end,val,start,year,quarter
TERADATA CORPORATION,816761,NetIncomeLoss,2014-03-31,59000000,2014-01-01,2014,Q1
TERADATA CORPORATION,816761,OperatingIncomeLoss,2014-03-31,89000000,2014-01-01,2014,Q1
TERADATA CORPORATION,816761,NetIncomeLoss,2014-06-30,96000000,2014-04-01,2014,Q2
TERADATA CORPORATION,816761,OperatingIncomeLoss,2014-06-30,133000000,2014-04-01,2014,Q2
TERADATA CORPORATION,816761,NetIncomeLoss,2014-09-30,94000000,2014-07-01,2014,Q3
TERADATA CORPORATION,816761,OperatingIncomeLoss,2014-09-30,123000000,2014-07-01,2014,Q3
TERADATA CORPORATION,816761,NetIncomeLoss,2014-12-31,118000000,2014-10-01,2014,Q4
TERADATA CORPORATION,816761,OperatingIncomeLoss,2014-12-31,158000000,2014-10-01,2014,Q4
TERADATA CORPORATION,816761,NetIncomeLoss,2015-03-31,22000000,2015-01-01,2015,Q1
TERADATA CORPORATION,816761,OperatingIncomeLoss,2015-03-31,30000000,2015-01-01,2015,Q1
TERADATA CORPORATION,816761,NetIncomeLoss,2015-06-30,-265000000,2015-04-01,2015,Q2
TERADATA CORPORATION,816761,OperatingIncomeLoss,2015-06-30,-262000000,2015-04-01,2015,Q2
TERADATA CORPORATION,816761,NetIncomeLoss,2015-09-30,78000000,2015-07-01,2015,Q3
TERADATA CORPORATION,816761,OperatingIncomeLoss,2015-09-30,77000000,2015-07-01,2015,Q3
TERADATA CORPORATION,816761,NetIncomeLoss,2015-12-31,-49000000,2015-10-01,2015,Q4
TERADATA CORPORATION,816761,OperatingIncomeLoss,2015-12-31,-40000000,2015-10-01,2015,Q4
TERADATA CORPORATION,816761,NetIncomeLoss,2016-03-31,-46000000,2016-01-01,2016,Q1
TERADATA CORPORATION,816761,OperatingIncomeLoss,2016-03-31,-42000000,2016-01-01,2016,Q1
TERADATA CORPORATION,816761,NetIncomeLoss,2016-06-30,64000000,2016-04-01,2016,Q2
TERADATA CORPORATION,816761,OperatingIncomeLoss,2016-06-30,87000000,2016-04-01,2016,Q2
TERADATA CORPORATION,816761,NetIncomeLoss,2016-09-30,49000000,2016-07-01,2016,Q3
TERADATA CORPORATION,816761,OperatingIncomeLoss,2016-09-30,89000000,2016-07-01,2016,Q3
TERADATA CORPORATION,816761,NetIncomeLoss,2016-12-31,58000000,2016-10-01,2016,Q4
TERADATA CORPORATION,816761,OperatingIncomeLoss,2016-12-31,98000000,2016-10-01,2016,Q4
TERADATA CORPORATION,816761,NetIncomeLoss,2017-03-31,-2000000,2017-01-01,2017,Q1
TERADATA CORPORATION,816761,OperatingIncomeLoss,2017-03-31,0,2017-01-01,2017,Q1
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2017-03-31,491000000,2017-01-01,2017,Q1
TERADATA CORPORATION,816761,NetIncomeLoss,2017-06-30,-4000000,2017-04-01,2017,Q2
TERADATA CORPORATION,816761,OperatingIncomeLoss,2017-06-30,-1000000,2017-04-01,2017,Q2
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2017-06-30,513000000,2017-04-01,2017,Q2
TERADATA CORPORATION,816761,NetIncomeLoss,2017-09-30,13000000,2017-07-01,2017,Q3
TERADATA CORPORATION,816761,OperatingIncomeLoss,2017-09-30,9000000,2017-07-01,2017,Q3
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2017-09-30,526000000,2017-07-01,2017,Q3
TERADATA CORPORATION,816761,NetIncomeLoss,2017-12-31,-74000000,2017-10-01,2017,Q4
TERADATA CORPORATION,816761,OperatingIncomeLoss,2017-12-31,60000000,2017-10-01,2017,Q4
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2017-12-31,626000000,2017-10-01,2017,Q4
TERADATA CORPORATION,816761,NetIncomeLoss,2018-03-31,-7000000,2018-01-01,2018,Q1
TERADATA CORPORATION,816761,OperatingIncomeLoss,2018-03-31,-4000000,2018-01-01,2018,Q1
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2018-03-31,506000000,2018-01-01,2018,Q1
TERADATA CORPORATION,816761,NetIncomeLoss,2018-06-30,4000000,2018-04-01,2018,Q2
TERADATA CORPORATION,816761,OperatingIncomeLoss,2018-06-30,10000000,2018-04-01,2018,Q2
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2018-06-30,544000000,2018-04-01,2018,Q2
TERADATA CORPORATION,816761,NetIncomeLoss,2018-09-30,18000000,2018-07-01,2018,Q3
TERADATA CORPORATION,816761,OperatingIncomeLoss,2018-09-30,14000000,2018-07-01,2018,Q3
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2018-09-30,526000000,2018-07-01,2018,Q3
TERADATA CORPORATION,816761,NetIncomeLoss,2018-12-31,15000000,2018-10-01,2018,Q4
TERADATA CORPORATION,816761,OperatingIncomeLoss,2018-12-31,23000000,2018-10-01,2018,Q4
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2018-12-31,588000000,2018-10-01,2018,Q4
TERADATA CORPORATION,816761,NetIncomeLoss,2019-03-31,-10000000,2019-01-01,2019,Q1
TERADATA CORPORATION,816761,OperatingIncomeLoss,2019-03-31,-5000000,2019-01-01,2019,Q1
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2019-03-31,468000000,2019-01-01,2019,Q1
TERADATA CORPORATION,816761,NetIncomeLoss,2019-06-30,-1000000,2019-04-01,2019,Q2
TERADATA CORPORATION,816761,OperatingIncomeLoss,2019-06-30,10000000,2019-04-01,2019,Q2
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2019-06-30,478000000,2019-04-01,2019,Q2
TERADATA CORPORATION,816761,NetIncomeLoss,2019-09-30,10000000,2019-07-01,2019,Q3
TERADATA CORPORATION,816761,OperatingIncomeLoss,2019-09-30,10000000,2019-07-01,2019,Q3
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2019-09-30,459000000,2019-07-01,2019,Q3
TERADATA CORPORATION,816761,NetIncomeLoss,2019-12-31,-19000000,2019-10-01,2019,Q4
TERADATA CORPORATION,816761,OperatingIncomeLoss,2019-12-31,-5000000,2019-10-01,2019,Q4
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2019-12-31,494000000,2019-10-01,2019,Q4
TERADATA CORPORATION,816761,NetIncomeLoss,2020-03-31,168000000,2020-01-01,2020,Q1
TERADATA CORPORATION,816761,OperatingIncomeLoss,2020-03-31,-6000000,2020-01-01,2020,Q1
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2020-03-31,434000000,2020-01-01,2020,Q1
TERADATA CORPORATION,816761,NetIncomeLoss,2020-06-30,-43000000,2020-04-01,2020,Q2
TERADATA CORPORATION,816761,OperatingIncomeLoss,2020-06-30,8000000,2020-04-01,2020,Q2
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2020-06-30,457000000,2020-04-01,2020,Q2
TERADATA CORPORATION,816761,NetIncomeLoss,2020-09-30,-1000000,2020-07-01,2020,Q3
TERADATA CORPORATION,816761,OperatingIncomeLoss,2020-09-30,1000000,2020-07-01,2020,Q3
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2020-09-30,454000000,2020-07-01,2020,Q3
TERADATA CORPORATION,816761,NetIncomeLoss,2021-03-31,53000000,2021-01-01,2021,Q1
TERADATA CORPORATION,816761,OperatingIncomeLoss,2021-03-31,81000000,2021-01-01,2021,Q1
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2021-03-31,491000000,2021-01-01,2021,Q1
TERADATA CORPORATION,816761,NetIncomeLoss,2021-06-30,44000000,2021-04-01,2021,Q2
TERADATA CORPORATION,816761,OperatingIncomeLoss,2021-06-30,70000000,2021-04-01,2021,Q2
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2021-06-30,491000000,2021-04-01,2021,Q2
TERADATA CORPORATION,816761,NetIncomeLoss,2021-09-30,17000000,2021-07-01,2021,Q3
TERADATA CORPORATION,816761,OperatingIncomeLoss,2021-09-30,30000000,2021-07-01,2021,Q3
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2021-09-30,460000000,2021-07-01,2021,Q3
TERADATA CORPORATION,816761,NetIncomeLoss,2022-03-31,36000000,2022-01-01,2022,Q1
TERADATA CORPORATION,816761,OperatingIncomeLoss,2022-03-31,68000000,2022-01-01,2022,Q1
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2022-03-31,496000000,2022-01-01,2022,Q1
TERADATA CORPORATION,816761,NetIncomeLoss,2022-06-30,-4000000,2022-04-01,2022,Q2
TERADATA CORPORATION,816761,OperatingIncomeLoss,2022-06-30,14000000,2022-04-01,2022,Q2
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2022-06-30,430000000,2022-04-01,2022,Q2
TERADATA CORPORATION,816761,NetIncomeLoss,2022-09-30,8000000,2022-07-01,2022,Q3
TERADATA CORPORATION,816761,OperatingIncomeLoss,2022-09-30,25000000,2022-07-01,2022,Q3
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2022-09-30,417000000,2022-07-01,2022,Q3
TERADATA CORPORATION,816761,NetIncomeLoss,2023-03-31,40000000,2023-01-01,2023,Q1
TERADATA CORPORATION,816761,OperatingIncomeLoss,2023-03-31,79000000,2023-01-01,2023,Q1
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2023-03-31,476000000,2023-01-01,2023,Q1
TERADATA CORPORATION,816761,NetIncomeLoss,2023-06-30,17000000,2023-04-01,2023,Q2
TERADATA CORPORATION,816761,OperatingIncomeLoss,2023-06-30,33000000,2023-04-01,2023,Q2
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2023-06-30,462000000,2023-04-01,2023,Q2
TERADATA CORPORATION,816761,NetIncomeLoss,2023-09-30,12000000,2023-07-01,2023,Q3
TERADATA CORPORATION,816761,OperatingIncomeLoss,2023-09-30,27000000,2023-07-01,2023,Q3
TERADATA CORPORATION,816761,RevenueFromContractWithCustomerExcludingAssessedTax,2023-09-30,438000000,2023-07-01,2023,Q3
