ENTITY,CIK,DATE,Year,Quarter,CASH_FLOW_FINANCING,CASH_FLOW_INVESTING,CASH_FLOW_OPERATING
LOCKHEED MARTIN CORPORATION,936468,2014-12-31,2014,5,-3314.0,-1723.0,3866.0
LOCKHEED MARTIN CORPORATION,936468,2016-12-31,2016,5,-3457.0,-985.0,5189.0
LOCKHEED MARTIN CORPORATION,936468,2017-12-31,2017,5,-4305.0,-1147.0,6476.0
LOCKHEED MARTIN CORPORATION,936468,2018-12-31,2018,5,-4152.0,-1075.0,3138.0
LOCKHEED MARTIN CORPORATION,936468,2019-12-31,2019,5,-5328.0,-1241.0,7311.0
LOCKHEED MARTIN CORPORATION,936468,2020-12-31,2020,5,-4527.0,-2010.0,8183.0
LOCKHEED MARTIN CORPORATION,936468,2021-12-31,2021,5,-7616.0,-1161.0,9221.0
LOCKHEED MARTIN CORPORATION,936468,2022-12-31,2022,5,-7070.0,-1789.0,7802.0
LOCKHEED MARTIN CORPORATION,936468,2023-12-31,2023,5,-7331.0,-1694.0,7920.0
